#
# Master CCSM experiment list
#
#  Columns   Field
#   1 -  45  CCSM case name
#  46 -  47  Location (NC = NCAR; NE = NERSC; OR = ORNL)
#  55 -  74  Very brief description and/or PCMDI name (N/A if not applicable)
#  75 -  76  Realization number (<=2 digits) (0 if not applicable)
#  80 -  82  Is a CMIP3 (cm3) or CMIP5 (cm5) experiment?
#  85 - 124  RUN_REFCASE (parent CCSM case)
# 130 - 139  RUN_REFDATE (branch date, yyyy-mm-dd)
# 145 - 148  Year began or YYYY if unknown
# 150 - 153  Year ended or YYYY if unknown
# 155-  174  GRID (resolution)
# 175 - 194  COMPSET (all "-" if missing)
# 195 - 224  REPOTAG (all "-" if missing)
# 225 - 239  MACH (hardware)
# 240 - end  DOUT_L_MSROOT (history file location on archive)
#
#---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
#                                                                                                  1         1         1         1         1         1         1         1         1         1         2         2         2         2         2         2
#        1         2         3         4         5         6         7         8         9         0         1         2         3         4         5         6         7         8         9         0         1         2         3         4         5
#234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890
#CASE                                        loc      CMIP5 name          ##   CMIP RUN_REFCASE                                 RUN_REFDATE    BEGIN END  GRID                COMPSET             REPOTAG                       MACH           DOUT
b40.dp.da-2004.20C.1d.002                    OR       N/A                 XX   N/A  b40.dp.da-2004.20C.1d.002                    2004-01-01     YYYY YYYY 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.da-2004.20C.1d.003                    OR       N/A                 XX   N/A  b40.dp.da-2004.20C.1d.003                    2004-01-01     YYYY YYYY 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.da-2004.20C.1d.004                    OR       N/A                 XX   N/A  b40.dp.da-2004.20C.1d.004                    2004-01-01     YYYY YYYY 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.da-2004.20C.1d.005                    OR       N/A                 XX   N/A  b40.dp.da-2004.20C.1d.005                    2004-01-01     YYYY YYYY 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.da-2004.20C.1d.006                    OR       N/A                 XX   N/A  b40.dp.da-2004.20C.1d.006                    2004-01-01     YYYY YYYY 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.da-2004.20C.1d.007                    OR       N/A                 XX   N/A  b40.dp.da-2004.20C.1d.007                    2004-01-01     YYYY YYYY 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.da-2004.20C.1d.008                    OR       N/A                 XX   N/A  b40.dp.da-2004.20C.1d.008                    2004-01-01     YYYY YYYY 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.da-2004.20C.1d.009                    OR       N/A                 XX   N/A  b40.dp.da-2004.20C.1d.009                    2004-01-01     YYYY YYYY 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.da-2004.20C.1d.010                    OR       N/A                 XX   N/A  b40.dp.da-2004.20C.1d.010                    2004-01-01     YYYY YYYY 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.da-2004.rcp4_5.1d.001                 OR       N/A                 XX   N/A  b40.dp.da-2004.20C.1d.001                    2005-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.da-2004.rcp4_5.1d.002                 OR       N/A                 XX   N/A  b40.dp.da-2004.20C.1d.002                    2005-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.da-2004.rcp4_5.1d.003                 OR       N/A                 XX   N/A  b40.dp.da-2004.20C.1d.003                    2005-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.da-2004.rcp4_5.1d.004                 OR       N/A                 XX   N/A  b40.dp.da-2004.20C.1d.004                    2005-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.da-2004.rcp4_5.1d.005                 OR       N/A                 XX   N/A  b40.dp.da-2004.20C.1d.005                    2005-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.da-2004.rcp4_5.1d.006                 OR       N/A                 XX   N/A  b40.dp.da-2004.20C.1d.006                    2005-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.da-2004.rcp4_5.1d.007                 OR       N/A                 XX   N/A  b40.dp.da-2004.20C.1d.007                    2005-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.da-2004.rcp4_5.1d.008                 OR       N/A                 XX   N/A  b40.dp.da-2004.20C.1d.008                    2005-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.da-2004.rcp4_5.1d.009                 OR       N/A                 XX   N/A  b40.dp.da-2004.20C.1d.009                    2005-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.da-2004.rcp4_5.1d.010                 OR       N/A                 XX   N/A  b40.dp.da-2004.20C.1d.010                    2005-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.da-2005.rcp4_5.1d.001                 OR       N/A                 XX   N/A  b40.dp.da-2005.rcp4_5.1d.001                 2005-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.da-2005.rcp4_5.1d.002                 OR       N/A                 XX   N/A  b40.dp.da-2005.rcp4_5.1d.002                 2005-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.da-2005.rcp4_5.1d.003                 OR       N/A                 XX   N/A  b40.dp.da-2005.rcp4_5.1d.003                 2005-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.da-2005.rcp4_5.1d.004                 OR       N/A                 XX   N/A  b40.dp.da-2005.rcp4_5.1d.004                 2005-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.da-2005.rcp4_5.1d.005                 OR       N/A                 XX   N/A  b40.dp.da-2005.rcp4_5.1d.005                 2005-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.da-2005.rcp4_5.1d.006                 OR       N/A                 XX   N/A  b40.dp.da-2005.rcp4_5.1d.006                 2005-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.da-2005.rcp4_5.1d.007                 OR       N/A                 XX   N/A  b40.dp.da-2005.rcp4_5.1d.007                 2005-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.da-2005.rcp4_5.1d.008                 OR       N/A                 XX   N/A  b40.dp.da-2005.rcp4_5.1d.008                 2005-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.da-2005.rcp4_5.1d.009                 OR       N/A                 XX   N/A  b40.dp.da-2005.rcp4_5.1d.009                 2005-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.da-2005.rcp4_5.1d.010                 OR       N/A                 XX   N/A  b40.dp.da-2005.rcp4_5.1d.010                 2005-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.da-2006.rcp4_5.1d.001                 OR       N/A                 XX   N/A  b40.dp.da-2006.rcp4_5.1d.001                 2006-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.da-2006.rcp4_5.1d.002                 OR       N/A                 XX   N/A  b40.dp.da-2006.rcp4_5.1d.002                 2006-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.da-2006.rcp4_5.1d.003                 OR       N/A                 XX   N/A  b40.dp.da-2006.rcp4_5.1d.003                 2006-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.da-2006.rcp4_5.1d.004                 OR       N/A                 XX   N/A  b40.dp.da-2006.rcp4_5.1d.004                 2006-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.da-2006.rcp4_5.1d.005                 OR       N/A                 XX   N/A  b40.dp.da-2006.rcp4_5.1d.005                 2006-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.da-2006.rcp4_5.1d.006                 OR       N/A                 XX   N/A  b40.dp.da-2006.rcp4_5.1d.006                 2006-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.da-2006.rcp4_5.1d.007                 OR       N/A                 XX   N/A  b40.dp.da-2006.rcp4_5.1d.007                 2006-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.da-2006.rcp4_5.1d.008                 OR       N/A                 XX   N/A  b40.dp.da-2006.rcp4_5.1d.008                 2006-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.da-2006.rcp4_5.1d.009                 OR       N/A                 XX   N/A  b40.dp.da-2006.rcp4_5.1d.009                 2006-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.da-2006.rcp4_5.1d.010                 OR       N/A                 XX   N/A  b40.dp.da-2006.rcp4_5.1d.010                 2006-01-01     YYYY YYYY 0.9x1.25_gx1v6      BRCP45CN            ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1961.20C.1d.001                    OR       decadalXX           1    cm5  b40.dp.hd-1961.20C.1d.001                    1961-01-01     1961 1990 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1961.20C.1d.002                    OR       decadalXX           2    cm5  b40.dp.hd-1961.20C.1d.002                    1961-01-01     1961 1990 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1961.20C.1d.003                    OR       decadalXX           3    cm5  b40.dp.hd-1961.20C.1d.003                    1961-01-01     1961 1990 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1961.20C.1d.004                    OR       decadalXX           4    cm5  b40.dp.hd-1961.20C.1d.004                    1961-01-01     1961 1990 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1961.20C.1d.005                    OR       decadalXX           5    cm5  b40.dp.hd-1961.20C.1d.005                    1961-01-01     1961 1990 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1961.20C.1d.006                    OR       decadalXX           6    cm5  b40.dp.hd-1961.20C.1d.006                    1961-01-01     1961 1990 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1961.20C.1d.007                    OR       decadalXX           7    cm5  b40.dp.hd-1961.20C.1d.007                    1961-01-01     1961 1990 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1961.20C.1d.008                    OR       decadalXX           8    cm5  b40.dp.hd-1961.20C.1d.008                    1961-01-01     1961 1990 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1961.20C.1d.009                    OR       decadalXX           9    cm5  b40.dp.hd-1961.20C.1d.009                    1961-01-01     1961 1990 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1961.20C.1d.010                    OR       decadalXX           10   cm5  b40.dp.hd-1961.20C.1d.010                    1961-01-01     1961 1990 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1966.20C.1d.001                    OR       decadalXX           1    cm5  b40.dp.hd-1966.20C.1d.001                    1966-01-01     1966 1975 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1966.20C.1d.002                    OR       decadalXX           2    cm5  b40.dp.hd-1966.20C.1d.002                    1966-01-01     1966 1975 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1966.20C.1d.003                    OR       decadalXX           3    cm5  b40.dp.hd-1966.20C.1d.003                    1966-01-01     1966 1975 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1966.20C.1d.004                    OR       decadalXX           4    cm5  b40.dp.hd-1966.20C.1d.004                    1966-01-01     1966 1975 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1966.20C.1d.005                    OR       decadalXX           5    cm5  b40.dp.hd-1966.20C.1d.005                    1966-01-01     1966 1975 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1966.20C.1d.006                    OR       decadalXX           6    cm5  b40.dp.hd-1966.20C.1d.006                    1966-01-01     1966 1975 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1966.20C.1d.007                    OR       decadalXX           7    cm5  b40.dp.hd-1966.20C.1d.007                    1966-01-01     1966 1975 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1966.20C.1d.008                    OR       decadalXX           8    cm5  b40.dp.hd-1966.20C.1d.008                    1966-01-01     1966 1975 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1966.20C.1d.009                    OR       decadalXX           9    cm5  b40.dp.hd-1966.20C.1d.009                    1966-01-01     1966 1975 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1966.20C.1d.010                    OR       decadalXX           10   cm5  b40.dp.hd-1966.20C.1d.010                    1966-01-01     1966 1975 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1971.20C.1d.001                    OR       decadalXX           1    cm5  b40.dp.hd-1971.20C.1d.001                    1971-01-01     1971 1980 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1971.20C.1d.002                    OR       decadalXX           2    cm5  b40.dp.hd-1971.20C.1d.002                    1971-01-01     1971 1980 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1971.20C.1d.003                    OR       decadalXX           3    cm5  b40.dp.hd-1971.20C.1d.003                    1971-01-01     1971 1980 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1971.20C.1d.004                    OR       decadalXX           4    cm5  b40.dp.hd-1971.20C.1d.004                    1971-01-01     1971 1980 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1971.20C.1d.005                    OR       decadalXX           5    cm5  b40.dp.hd-1971.20C.1d.005                    1971-01-01     1971 1980 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1971.20C.1d.006                    OR       decadalXX           6    cm5  b40.dp.hd-1971.20C.1d.006                    1971-01-01     1971 1980 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1971.20C.1d.007                    OR       decadalXX           7    cm5  b40.dp.hd-1971.20C.1d.007                    1971-01-01     1971 1980 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1971.20C.1d.008                    OR       decadalXX           8    cm5  b40.dp.hd-1971.20C.1d.008                    1971-01-01     1971 1980 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1971.20C.1d.009                    OR       decadalXX           9    cm5  b40.dp.hd-1971.20C.1d.009                    1971-01-01     1971 1980 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1971.20C.1d.010                    OR       decadalXX           10   cm5  b40.dp.hd-1971.20C.1d.010                    1971-01-01     1971 1980 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
b40.dp.hd-1976.20C.1d.001                    OR       decadalXX           1    cm5  b40.dp.hd-1976.20C.1d.001                    1976-01-01     1976 1985 0.9x1.25_gx1v6      B20TRCN             ccsm4_0_beta56                jaguarpf       /f2/ccsm/csm
